Año,Mes,Mes_Num,Semana,Día,Fecha,Cliente,Localidad,Lat,Lon,Horas_Trabajo_Cliente,Cluster,Tiempo_Desplazamiento_Dia_min,Detalle_Desplazamientos_min,Horas_Trabajo_Total_Dia,Jornada_Total_Horas,Secuencia_Ruta_Dia
2025,February,2,6,Martes,04/02/2025,49,Cenicero,42.48326712304896,-2.6388964803139454,2.0,2,151.89999999999998,"Empresa (Ollauri, La Rioja) -> Cenicero: 18.7 min | Cenicero -> Miranda: 42.1 min | Miranda -> Nanclares: 24.7 min | Nanclares -> Salinas: 22.6 min | Salinas -> Empresa (Ollauri, La Rioja): 43.8 min",5.0,7.531666666666666,"Empresa (Ollauri, La Rioja) ➔ Cenicero ➔ Miranda ➔ Nanclares ➔ Salinas ➔ Empresa (Ollauri, La Rioja)"
2025,February,2,6,Miércoles,05/02/2025,31,Agoncillo,42.44963382972144,-2.29434887357344,3.0,1,135.1,"Empresa (Ollauri, La Rioja) -> Agoncillo: 41.2 min | Agoncillo -> Sesma: 34.4 min | Sesma -> Empresa (Ollauri, La Rioja): 59.5 min",5.0,7.251666666666667,"Empresa (Ollauri, La Rioja) ➔ Agoncillo ➔ Sesma ➔ Empresa (Ollauri, La Rioja)"
2025,February,2,6,Miércoles,05/02/2025,44,Sesma,42.47596610323336,-2.084939920137933,2.0,1,135.1,"Empresa (Ollauri, La Rioja) -> Agoncillo: 41.2 min | Agoncillo -> Sesma: 34.4 min | Sesma -> Empresa (Ollauri, La Rioja): 59.5 min",5.0,7.251666666666667,"Empresa (Ollauri, La Rioja) ➔ Agoncillo ➔ Sesma ➔ Empresa (Ollauri, La Rioja)"
2025,February,2,6,Jueves,06/02/2025,45,Lerín,42.483451147662834,-1.9662847839221445,2.0,1,163.4,"Empresa (Ollauri, La Rioja) -> Logroño: 33.0 min | Logroño -> Los Arcos: 22.2 min | Los Arcos -> Lerín: 32.7 min | Lerín -> Empresa (Ollauri, La Rioja): 75.5 min",5.0,7.723333333333334,"Empresa (Ollauri, La Rioja) ➔ Logroño ➔ Los Arcos ➔ Lerín ➔ Empresa (Ollauri, La Rioja)"
2025,February,2,6,Jueves,06/02/2025,46,Los Arcos,42.573982646482136,-2.1932569768030103,2.0,1,163.4,"Empresa (Ollauri, La Rioja) -> Logroño: 33.0 min | Logroño -> Los Arcos: 22.2 min | Los Arcos -> Lerín: 32.7 min | Lerín -> Empresa (Ollauri, La Rioja): 75.5 min",5.0,7.723333333333334,"Empresa (Ollauri, La Rioja) ➔ Logroño ➔ Los Arcos ➔ Lerín ➔ Empresa (Ollauri, La Rioja)"
2025,February,2,6,Jueves,06/02/2025,9,Logroño,42.45013177767869,-2.4478865559684446,1.0,2,163.4,"Empresa (Ollauri, La Rioja) -> Logroño: 33.0 min | Logroño -> Los Arcos: 22.2 min | Los Arcos -> Lerín: 32.7 min | Lerín -> Empresa (Ollauri, La Rioja): 75.5 min",5.0,7.723333333333334,"Empresa (Ollauri, La Rioja) ➔ Logroño ➔ Los Arcos ➔ Lerín ➔ Empresa (Ollauri, La Rioja)"
2025,February,2,6,Viernes,07/02/2025,22,Nalda,42.33454755287178,-2.4836896934940373,2.25,2,140.2,"Empresa (Ollauri, La Rioja) -> Cenicero: 18.7 min | Cenicero -> Nalda: 29.8 min | Nalda -> El Rasillo: 30.1 min | El Rasillo -> Empresa (Ollauri, La Rioja): 61.6 min",5.25,7.586666666666666,"Empresa (Ollauri, La Rioja) ➔ Cenicero ➔ Nalda ➔ El Rasillo ➔ Empresa (Ollauri, La Rioja)"
2025,February,2,6,Viernes,07/02/2025,25,El Rasillo,42.19476099225876,-2.7015883235318703,2.25,2,140.2,"Empresa (Ollauri, La Rioja) -> Cenicero: 18.7 min | Cenicero -> Nalda: 29.8 min | Nalda -> El Rasillo: 30.1 min | El Rasillo -> Empresa (Ollauri, La Rioja): 61.6 min",5.25,7.586666666666666,"Empresa (Ollauri, La Rioja) ➔ Cenicero ➔ Nalda ➔ El Rasillo ➔ Empresa (Ollauri, La Rioja)"
2025,February,2,6,Viernes,07/02/2025,28,Cenicero,42.48705296252269,-2.632611302334742,0.75,2,140.2,"Empresa (Ollauri, La Rioja) -> Cenicero: 18.7 min | Cenicero -> Nalda: 29.8 min | Nalda -> El Rasillo: 30.1 min | El Rasillo -> Empresa (Ollauri, La Rioja): 61.6 min",5.25,7.586666666666666,"Empresa (Ollauri, La Rioja) ➔ Cenicero ➔ Nalda ➔ El Rasillo ➔ Empresa (Ollauri, La Rioja)"
2025,February,2,7,Lunes,10/02/2025,30,Logroño,42.46545739135944,-2.4161055824786333,2.25,2,87.2,"Empresa (Ollauri, La Rioja) -> Fuenmayor: 23.3 min | Fuenmayor -> Sotes: 14.0 min | Sotes -> Logroño: 17.2 min | Logroño -> Empresa (Ollauri, La Rioja): 32.7 min",5.75,7.203333333333333,"Empresa (Ollauri, La Rioja) ➔ Fuenmayor ➔ Sotes ➔ Logroño ➔ Empresa (Ollauri, La Rioja)"
